기준일,도시,군구,주소,진료소명,평일 운영시간,토요일 운영시간,"일요일/공휴일
운영시간",대표 전화번호,관할보건소,관할보건소 전화번호,장애인 편의사항
2021년 11월 03일 14시,충남,예산군,충남 예산군 예산읍 군청로 22 ,예산군보건소,09:00~18:00,09:00~18:00,09:00~18:00,041-339-6062,예산군보건소,041-339-6062,
2021년 11월 03일 14시,충남,예산군,충남 예산군 예산읍 금오대로 94,예산종합병원,00:00~24:00,00:00~24:00,00:00~24:00,041-330-4000,예산군보건소,041-339-6062,
2021년 11월 03일 14시,충남,천안시,충남 천안시 서북구 번영로 156 천안시청(봉서홀 아래 필로티),천안시서북구보건소,9:00~18:00,9:00~18:00,9:00~18:00,041-521-2661,천안시서북구보건소,041-521-5058,"장애인 주차공간 구비, 휠체어 이동 가능, 수어통역 가능 등"
2021년 11월 03일 14시,충남,천안시,충청남도 천안시 서북구 다가말3길 8,의료법인 영서의료재단 천안충무병원,8:30~16:30,8:30~12:00,미운영,041-570-7555,천안시서북구보건소,041-521-2808,"장애인 주차공간 구비, 휠체어 이동 가능 등"
2021년 11월 03일 14시,충남,천안시,충청남도 천안시 동남구 순천향6길 31,학교법인동은학원 순천향대학교부속천안병원,9:00~17:00,9:00~12:00,미운영,1577-7523,천안시서북구보건소,041-521-2808,"장애인 주차공간 구비, 휠체어 이동 가능, 장애인 화장실 등"
2021년 11월 03일 14시,충남,천안시,충청남도 천안시 동남구 충절로 537,충청남도천안의료원,9:00~17:00,14:30~17:00,14:30~17:00,041-570-7033,천안시서북구보건소,041-521-2808,"장애인 주차공간 구비, 휠체어 이동 가능 등"
2021년 11월 03일 14시,충남,천안시,충남 천안시 동남구 망향로 201 ,단국대학교의과대학부속병원,8:30~17:00,미운영,미운영,041-550-6866,천안시서북구보건소,041-521-2808,"장애인 주차공간 구비, 휠체어 이동 가능, 장애인 화장실 등"
2021년 11월 03일 14시,충남,천안시,충청남도 천안시 동남구 남부대로 350 (청당동,천안우리병원,8:00~17:00,8:00~12:00,미운영,041-590-9000,천안시서북구보건소,041-521-2808,장애인 주차공간 구비
2021년 11월 03일 14시,충남,천안시,충남 천안시 버들로34,천안시동남구보건소,9:00~18:00,9:00~18:00,9:00~18:00,041-521-2661,천안시동남구보건소,041-521-5058,"장애인 주차공간 구비, 휠체어 이동 가능, 수어통역 가능 등"
2021년 11월 03일 14시,충남,홍성군,충남 홍성군 홍성읍 오관리 474-7 홍성군보건소,홍성군보건소,09:00~18:00,09:00~18:00,09:00~18:00,041-632-2588,홍성군보건소,041-630-9565,도움인력O
2021년 11월 03일 14시,충남,홍성군,충남 홍성군 홍성읍 조양로 224,홍성의료원,08:30~17:30,미운영,미운영,041-630-6119,홍성군보건소,041-630-9565,"의사소통도움판(원내O), 도움인력O"
2021년 11월 03일 14시,충남,청양군,충남 청양군 청양읍 칠갑산로 7길 54,청양군보건의료원,08:30~17:30,08:30~17:30,08:30~17:30,041-940-4515,청양군보건의료원,041-940-4521,
2021년 11월 03일 14시,충남,태안군,충남 태안군 태안읍 평천리 698-6,태안군보건의료원,09:00~18:00,09:00~17:00,09:00~17:00,041-671-5224,태안군보건의료원,041-671-5488,"도움인력, 장애인 우선 검사, 의사소통 도움판"
2021년 11월 03일 14시,전북,고창군,전북 고창군 고창읍 율계리 101(전봉준로 90),고창군보건소,09:00~18:00,09:00~18:00,09:00~18:00,063-560-8716,고창군보건소,635608716,"예약가능, 도움인력○"
2021년 11월 03일 14시,전북,고창군,전북 고창군 고창읍 화신1길 9,고창병원,00:00~24:00,00:00~24:00,00:00~24:00,063-560-5600,고창군보건소,635608716,"예약가능, 도움인력○"
2021년 11월 03일 14시,전북,군산시,전북 군산시 수송동 851-1,군산시보건소,9:00~18:00,09:00~18:00,9:00~18:00,063-463-4000,군산시보건소,063-460-3235,
2021년 11월 03일 14시,전북,군산시,전라북도 군산시 의료원로27,군산의료원,00:00~24:00,00:00~24:00,00:00~24:00,063-472-5119,군산시보건소,063-460-3235,
2021년 11월 03일 14시,전북,군산시,전라북도 군산시 149,동군산병원,00:00~24:00,00:00~24:00,00:00~24:00,063-440-0516,군산시보건소,063-460-3235,
2021년 11월 03일 14시,전북,김제시,전북 김제시 요촌동 423-2,김제시보건소,09:00~18:00,09:00~18:00,09:00~18:00,063-540-4553,김제시보건소,063-540-4553,
2021년 11월 03일 14시,전북,남원시,전북 남원시 조산동(금동) 455 남원시보건소,남원시보건소,"09:00~11:30,13:00~17:30","09:00~11:30,13:00~17:30","09:00~11:30,13:00~17:30",063-625-1339,남원시보건소,063-620-7921,예약가능
2021년 11월 03일 14시,전북,남원시,전북 남원시 충정로 365 ,남원의료원,08:30~17:30,미운영,미운영,063-620-1347,남원시보건소,063-620-1347,
2021년 11월 03일 14시,전북,부안군,전북 부안군 부안읍 봉덕리 551-2,부안군보건소,09:00~18:00,09:00~18:00,09:00~18:00,063-580-3062,부안군보건소,063-580-3086,
2021년 11월 03일 14시,전북,부안군,전북 부안군 부안읍 오정2길 24,부안성모병원,00:00~24:00,00:00~24:00,00:00~24:00,063-581-5100,부안군보건소,063-581-3188,
2021년 11월 03일 14시,전북,완주군,전북 완주군 삼례읍 삼봉8로 10-10 완주군보건소 ,완주군보건소,09:00~18:00,09:00~18:00,09:00~18:00,063-290-3015,완주군보건소,063-290-3083,
2021년 11월 03일 14시,전북,익산시,전북 익산시 무왕로 975 ,익산시보건소,09:00~18:00,09:00~18:00,09:00~18:00,063-859-7487,익산시보건소,063-859-4811,
2021년 11월 03일 14시,전북,익산시,전북 익산시 무왕로 895,원광대학교병원,00:00~24:00,00:00~24:00,00:00~24:00,063-859-1165,익산시보건소,063-859-4811,
2021년 11월 03일 14시,전북,익산시,전북 익산시 무왕로 969,익산병원,00:00~24:00,00:00~24:00,00:00~24:00,063-840-9112,익산시보건소,063-859-4811,
2021년 11월 03일 14시,전북,전주시,전북 전주시 덕진구 견훤로 390,대자인병원,00:00~24:00,00:00~24:00,00:00~24:00,063-240-2000,전주시 보건소,063-281-6341,
2021년 11월 03일 14시,전북,전주시,전북 전주시 완산구 한두평3길 13,전주병원,00:00~24:00,00:00~24:00,00:00~24:00,063-220-7280,전주시 보건소,063-281-6342,
2021년 11월 03일 14시,전북,전주시,전북 전주시 덕진구 동부대로 895,호성전주병원,9:00~17:00,미운영,미운영,063-240-8894,전주시 보건소,063-281-6342,
2021년 11월 03일 14시,전북,전주시,전북 전주시 덕진구 벚꽃로 55,덕진선별진료소,9:00~18:00,미운영,미운영,063-281-6341,전주시 보건소,063-281-6344,
2021년 11월 03일 14시,전북,전주시,전주시 완산구 백제대로 310,화산선별진료소,9:00~18:00,09:00~18:00,09:00~18:00,063-281-6341,전주시 보건소,063-281-6341,
2021년 11월 03일 14시,전북,정읍시,전북 정읍시 수성동 958-2,정읍시보건소,"09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00",063-539-6112,정읍시보건소,063-539-6112,
2021년 11월 03일 14시,전북,정읍시,전북 정읍시 충정로 606-22 ,정읍아산병원,00:00~24:00,00:00~24:00,00:00~24:00,063-530-6230,정읍시보건소,063-539-6112,
2021년 11월 03일 14시,전북,진안군,전북 진안군 진안읍 군상리 90-15 진안보건소 진안군보건소,진안군보건소,09:00~18:00,09:00~18:00,09:00~18:00,063-430-8523,진안군보건소,063-430-8523,
2021년 11월 03일 14시,전북,진안군,전북 진안군 진안읍 진무로 1145,진안군의료원,00:00~24:00,00:00~24:00,00:00~24:00,063-430-7119,진안군보건소,063-430-7124,
2021년 11월 03일 14시,전북,무주군,전북 무주군 무주읍 당산리 701 ,무주군보건의료원,09:00~18:00,09:00~18:00,09:00~18:00,063-320-8360,무주군보건의료원,633208221,
2021년 11월 03일 14시,전북,순창군,전북 순창군 순창읍 교성로 135,순창군보건의료원,"08:30~12:00,13:00~17:30","08:30~12:00,13:00~17:30","08:30~12:00,13:00~17:30",063-650-5352,순창군보건의료원,063-650-5241,
2021년 11월 03일 14시,전북,임실군,전북 임실군 임실읍 이도리 270-8 임실군 보건의료원 (270-8번지),임실군보건의료원,09:00~17:30,09:00~17:00,09:00~17:00,"063-640-3391,3119",임실군보건의료원,063-640-3396,
2021년 11월 03일 14시,전북,장수군,전북 장수군 장수읍 장수리 425 장수보건의료원,장수군보건의료원,00:00~24:00,00:00~24:00,00:00~24:00,063-350-2662,장수군보건의료원,063-350-2662,
2021년 11월 03일 14시,전남,강진군,전남 강진군 강진읍 목리 11,강진군보건소,09:00~18:00,09:00~17:00,09:00~17:00,061-430-3553,강진군보건소,061-430-3592,
2021년 11월 03일 14시,전남,강진군,전남 강진군 강진읍 탐진로 5,강진의료원,00:00~24:00,00:00~24:00,00:00~24:00,061-433-2167,강진군보건소,061-430-3592,
2021년 11월 03일 14시,전남,고흥군,전라남도 고흥군 고흥읍 등암리 1258-21번지,고흥군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-830-6688,고흥군보건소,061-830-6688,
2021년 11월 03일 14시,전남,고흥군,전남 고흥군 고흥읍 고흥로 1935,고흥종합병원,00:00~24:00,00:00~24:00,00:00~24:00,061-830-3119,고흥군보건소,061-830-6688,
2021년 11월 03일 14시,전남,고흥군,전남 고흥군 도양읍 차경구렁목길 215,녹동현대병원,00:00~24:00,00:00~24:00,00:00~24:00,061-840-1119,고흥군보건소,061-830-6688,
2021년 11월 03일 14시,전남,광양시,"전남 광양시 광양읍 인덕로 1100, 광양시보건소",광양시보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-797-4011,광양시보건소,061-797-4011,
2021년 11월 03일 14시,전남,광양시,전라남도 광양시 공영로 71,광양사랑병원,09:00~11:30,09:00~11:30,미운영,061-797-7119,광양시보건소,061-797-7113,
2021년 11월 03일 14시,전남,나주시,전남 나주시 이창동 740-1 ,나주시보건소,9:00~18:00,9:00~18:00,9:00~18:00,061-339-4844,나주시보건소,061-339-4745,
2021년 11월 03일 14시,전남,나주시,전남 나주시 영산로 5419,나주종합병원,00:00~24:00,00:00~24:00,00:00~24:00,061-330-6112,나주시보건소,061-339-4745,
2021년 11월 03일 14시,전남,담양군,전남 담양군 담양읍 만성리 135,담양군보건소,10:00~17:00,10:00~16:00,10:00~16:00,061-380-3967,담양군보건소,061-380-3988,의사소통도움판 O
2021년 11월 03일 14시,전남,담양군,전남 담양군 담양읍 천변7길 19,담양 사랑병원,08:00~20:00,08:00~20:00,08:00~20:00,061-380-9119,담양군보건소,061-380-3988,의사소통도움판 O
2021년 11월 03일 14시,전남,목포시,전남 목포시 산정동 1676 ,목포시보건소,09:00~18:00,"09:00~12:00,15:00~17:00","09:00~12:00,15:00~17:00",061-270-4000,목포시보건소,061-270-4346,
2021년 11월 03일 14시,전남,목포시,전남 목포시 영산로 483,목포한국병원,00:00~24:00,00:00~24:00,00:00~24:00,061-270-5900,목포시보건소,061-270-4343,
2021년 11월 03일 14시,전남,목포시,전남 목포시 백년대로 303,목포기독병원,00:00~24:00,00:00~24:00,00:00~24:00,061-260-7211,목포시보건소,061-270-4343,
2021년 11월 03일 14시,전남,목포시,전남 목포시 영산로 627,목포중앙병원,00:00~24:00,00:00~24:00,00:00~24:00,061-280-3167,목포시보건소,061-270-4343,
2021년 11월 03일 14시,전남,목포시,전남 목포시 이로로 18,목포시의료원,00:00~24:00,00:00~24:00,00:00~24:00,061-260-6359,목포시보건소,061-270-4343,
2021년 11월 03일 14시,전남,목포시,전남 목포시 고하대로 795-2,세안종합병원,00:00~24:00,00:00~24:00,00:00~24:00,061-260-6666,목포시보건소,061-270-4343,
2021년 11월 03일 14시,전남,목포시,전남 목포시 고하대로 724,전남중앙병원,00:00~24:00,00:00~24:00,00:00~24:00,061-260-3555,목포시보건소,061-270-4343,
2021년 11월 03일 14시,전남,무안군,전남 무안군 무안읍 성동리 712-1,무안군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-450-5023,무안군보건소,061-450-4628,
2021년 11월 03일 14시,전남,무안군,전남 무안군 무안읍 몽탄로 65,대송의료재단 무안병원,00:00~24:00,00:00~24:00,00:00~24:00,061-450-3119,무안군보건소,061-450-4628,
2021년 11월 03일 14시,전남,보성군,전남 보성군 보성읍 보성리 827,보성군보건소,09:00~18:00,09:00~18:00,09:00~18:00,010-3779-5157,보성군보건소,061-850-5911,
2021년 11월 03일 14시,전남,보성군,전라남도 보성군 미력면 가평길 36-17,보성아산병원,00:00~24:00,00:00~24:00,00:00~24:00,061-850-3606,보성군보건소,061-850-5911,
2021년 11월 03일 14시,전남,보성군,전남 보성군 벌교읍 남하로 12,벌교삼호병원,00:00~24:00,00:00~24:00,00:00~24:00,061-859-5051,보성군보건소,061-850-5911,
2021년 11월 03일 14시,전남,순천시,전남 순천시 석현동 36-1,순천시보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-749-6680,순천시보건소,061-749-6854,
2021년 11월 03일 14시,전남,순천시,전라남도 순천시 순광로 221,순천 성가롤로병원,08:30~11:30,08:30~11:30,08:30~11:30,061-720-2061,순천시보건소,061-749-6854,
2021년 11월 03일 14시,전남,순천시,전라남도 순천시 서문성터길 2,순천의료원,00:00~24:00,00:00~24:00,00:00~24:00,061-759-9139,순천시보건소,061-749-6854,
2021년 11월 03일 14시,전남,순천시,전라남도 순천시 조례1길 24(조례동),순천병원,09:00~17:30,00:00~24:00,00:00~24:00,061-720-7126,순천시보건소,061-749-6854,
2021년 11월 03일 14시,전남,신안군,전남 신안군 압해읍 천사로 1004,신안군보건소,"09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00",061-240-8084,신안군보건소,061-240-8084,
2021년 11월 03일 14시,전남,여수시,전남 여수시 학동 213 여수시 보건소,여수시보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-659-4248,여수시보건소,061-659-4969,
2021년 11월 03일 14시,전남,여수시,전남  여수시 무선로 95,여천전남병원,09:00~17:00,09:00~13:00,미운영,"061-690-6196,6661",여수시보건소,061-659-4969,
2021년 11월 03일 14시,전남,여수시,"전남 여수시 좌수영로 49(광무동,전남병원)",여수전남병원,09:00~17:00,09:00~12:00,미운영,"061-640-7127,7130",여수시보건소,061-659-4969,
2021년 11월 03일 14시,전남,여수시,전남 여수시 여천체육공원길 10,여수한국병원,09:00~17:30,09:00~12:00,미운영,"061-689-9119,9262",여수시보건소,061-659-4969,
2021년 11월 03일 14시,전남,여수시,전남 여수시 쌍봉로 70,여수제일병원,09:00~18:00,09:00~13:00,미운영,"061-689-8101,8846",여수시보건소,061-659-4969,
2021년 11월 03일 14시,전남,영광군,전라남도 영광군 영광읍 남천리 326-5,영광군보건소,"09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00",061-350-5552,영광군보건소,061-350-4776,장애인우선검사실시
2021년 11월 03일 14시,전남,영광군,전남 영광군 영광읍 와룡로 3,영광종합병원,"09:00~13:00,14:00~17:00",09:00~13:00,00:00~00:00,061-350-8129,영광군보건소,061-350-8134,"주차공간확보, 메뉴얼 활용, 휠체어이동가능통로,"
2021년 11월 03일 14시,전남,영광군,전남 영광군 영광읍 신남로 265,영광기독병원,00:00~24:00,00:00~24:00,00:00~24:00,061-350-3119,영광군보건소,061-350-3050,"주차공간확보,화장실, 메뉴얼활용"
2021년 11월 03일 14시,전남,영암군,전남 영암군 영암읍 춘양리 525 영암군보건소 ,영암군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-470-6580,영암군보건소,061-470-6580,
2021년 11월 03일 14시,전남,장흥군,전남 장흥군 장흥읍 흥성로 49,장흥군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-860-6481,장흥군보건소,061-860-6432,
2021년 11월 03일 14시,전남,장흥군,전남 장흥군 장흥읍 흥성로 92,장흥종합병원,00:00~24:00,00:00~24:00,00:00~24:00,061-862-8300,장흥군보건소,061-860-6432,
2021년 11월 03일 14시,전남,진도군,전남 진도군 진도읍 남동리 776-26번지,진도군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-540-6054,진도군보건소,061-540-6054,예약가능
2021년 11월 03일 14시,전남,진도군,전라남도 진도군 남문길 48,진도한국병원,00:00~24:00,00:00~24:00,00:00~24:00,061-542-7575,진도군보건소,061-540-6033,예약가능
2021년 11월 03일 14시,전남,함평군,전남 함평군 함평읍 기각리 253,함평군보건소,"09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00","09:00~12:00,13:00~18:00",061-320-2424,함평군보건소,061-320-2446,"장애인 우선검사 실시, 도움인력 O"
2021년 11월 03일 14시,전남,함평군,전남 함평군 함평읍 영수길 132,함평성심병원,18:00~09:00,00:00~24:00,18:00~24:00,061-324-0001,함평군보건소,061-320-2424,"장애인 우선검사 실시, 도움인력 O"
2021년 11월 03일 14시,전남,해남군,전라남도 해남군 해남읍 해남로 46,해남군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-531-3745,해남군보건소,531-3745,"장애인 우선검사, 장애인화장실"
2021년 11월 03일 14시,전남,해남군,전라남도 해남군 해남읍 해남로 45,해남종합병원,00:00~24:00,00:00~24:00,00:00~24:00,061-530-0119,해남군보건소,061-530-8262,"장애인 우선검사, 장애인화장실"
2021년 11월 03일 14시,전남,해남군,전라남도 해남군 옥천면 해남로 597,해남우리종합병원,00:00~24:00,00:00~24:00,00:00~24:00,061-530-7119,해남군보건소,530-7119,"장애인 우선검사, 장애인화장실"
2021년 11월 03일 14시,전남,화순군,전남 화순군 화순읍 삼천리 719번지,화순군보건소,09:00~18:00,09:00~18:00,09:00~18:00,061-379-5341,화순군보건소,061-379-5343,
2021년 11월 03일 14시,전남,화순군,전남 화순군 화순읍 서양로 322,전남화순대학교병원,09:00~16:00,09:00~13:00,09:00~13:00,061-379-8558,화순군보건소,061-379-5342,
2021년 11월 03일 14시,전남,화순군,전남 화순군 화순읍 만연로 31,화순성심병원,09:00~18:00,미운영,미운영,061-370-9114,화순군보건소,061-379-5342,
2021년 11월 03일 14시,전남,곡성군,전라남도 곡성군 곡성읍 곡성로 854,곡성군보건의료원,"09:00~12:00,13:00~17:30","09:00~12:00,13:00~17:30","09:00~12:00,13:00~17:30",061-360-8945,곡성군보건의료원,061-360-8945,없음
2021년 11월 03일 14시,전남,곡성군,전남 곡성군 곡성읍 곡성로 761,곡성사랑병원,09:00~17:00,09:00~17:00,09:00~17:00,061-360-6008,곡성군보건의료원,061-360-8932,없음
2021년 11월 03일 14시,전남,구례군,전남 구례군 구례읍 동편제길 30,구례군보건의료원,09:00~18:00,09:00~18:00,09:00~18:00,061-780-2673,구례군보건의료원,061-780-2013,
2021년 11월 03일 14시,전남,구례군,전남 구례군 구례읍 동편제길 4,구례병원,09:00~09:00,09:00~09:00,09:00~09:00,061-780-3231,구례군보건의료원,061-780-3220,
2021년 11월 03일 14시,전남,완도군,전남 완도군 완도읍 죽청리 483-8 완도보건의료원 본관,완도군보건의료원,9:0~18:0,9:0~18:0,9:0~18:0,061-550-6767,완도군보건의료원,061-550-6767,
2021년 11월 03일 14시,전남,완도군,전남 완도군읍 청해진동로 63,대성병원,0:0~24:0,0:0~24:0,0:0~24:0,061-553-4567,완도군보건의료원,061-550-6767,
2021년 11월 03일 14시,전남,장성군,전남 장성군 장성읍 청운 11길 13,장성군보건소,"09:00~12:00,13:00~17:30","09:00~12:00,13:00~17:30","09:00~12:00,13:00~17:30",061-390-7174,장성군보건소,061-390-7174,"장애인 편의시설 O,  의사소통 도움판 활용, 공공서비스(손말이음센터) 활용, 도움인력 O"
2021년 11월 03일 14시,전남,장성군,전남 장성군 장성읍 역전로 171,장성병원,00:00~24:00,00:00~24:00,00:00~24:00,061-390-9000,장성군보건소,061-390-7174,"장애인 편의시설 O,  의사소통 도움판 활용, 공공서비스(손말이음센터) 활용, 도움인력 O"
2021년 11월 03일 14시,경북,경산시,경상북도 경산시 중방동 708-5 (경산시보건소),경산시보건소,09:00~18:00,09:00~18:00,09:00~18:00,053-810-6363,경산시보건소,053-810-6314,
2021년 11월 03일 14시,경북,경산시,경북 경산시 경안로 11,경산중앙병원,09:00~18:00,09:00~12:30,미운영,053-715-0119,경산시보건소,053-810-6314,
2021년 11월 03일 14시,경북,경산시,경북 경산시 경안로 208,세명병원,09:00~17:30,09:00~13:00,미운영,053-819-8500,경산시보건소,053-810-6314,
2021년 11월 03일 14시,경북,경주시,경북 경주시 황성공원로 30(황성동),경주시보건소,09:00~16:00,09:00~16:00,09:00~16:00,054-760-2080,경주시보건소,054-779-8579,
2021년 11월 03일 14시,경북,경주시,경북 경주시 동대로 87  ,동국대 경주병원,09:00~16:30,미운영,미운영,054-748-9300,경주시보건소,054-779-8579,
2021년 11월 03일 14시,경북,고령군,경북 고령군 대가야읍 지산리 232-8 고령군보건소,고령군보건소,09:00~18:00,09:00~18:00,09:00~18:00,054-954-1300,고령군보건소,054-950-7924,"장애인 주차장, 장애인 화장실 등"
2021년 11월 03일 14시,경북,고령군,경북 고령군 대가야읍 중앙로33,고령영생병원,09:00~18:00,09:00~12:00,미운영,054-955-2661,고령군보건소,054-950-7924,
2021년 11월 03일 14시,경북,구미시,경북 구미시 선산대로 111,구미보건소,09:00~17:00,09:00~17:00,09:00~17:00,054-480-7837,구미보건소,054-480-4038,
2021년 11월 03일 14시,경북,구미시,경상북도 구미시 1공단로 179,순천향대학교구미병원,09:00~17:00,09:00~12:00,미운영,054-468-9114,구미보건소,054-480-4038,
2021년 11월 03일 14시,경북,구미시,경상북도 구미시 신시로10길 12 ,구미차병원,10:00~15:00,미운영,미운영,054-450-9367,구미보건소,054-480-4038,
2021년 11월 03일 14시,경북,구미시,경북 구미시 인동20길 46,구미강동병원,09:00~16:30,09:00~12:00,미운영,1599-9669,구미보건소,054-480-4038,
2021년 11월 03일 14시,경북,군위군,경북 군위군 군위읍 군청로 70 군위군보건소 ,군위군보건소,09:30~17:30,09:30~17:30,09:30~17:30,054-380-7447,군위군보건소,054-380-7412,"예약가능, 전자문진표 이용, 의사소통 도움판O,장애인 우선검사 실시, 도움인력O "
2021년 11월 03일 14시,경북,김천시,경북 김천시 신음동 1284 ,김천시보건소,09:00~16:00,09:00~16:00,09:00~16:00,054-433-4000,김천시보건소,054-421-2827,"전자문진표 이용, 의사소통 도움판ㅇ, 도움인력ㅇ"
2021년 11월 03일 14시,경북,김천시,경북 김천시 신음1길 12 ,김천제일병원,09:00~18:00,09:00~13:00,미운영,054-420-9300,김천시보건소,054-421-2827,"예약가능, 전자문진표 이용, 의사소통 도움판ㅇ, 도움인력ㅇ"
2021년 11월 03일 14시,경북,김천시,경북 김천시 모암길 24 ,김천의료원,10:00~16:00,10:00~12:30,미운영,054-429-8114,김천시보건소,054-421-2827,"예약가능, 전자문진표 이용, 의사소통 도움판ㅇ, 도움인력ㅇ"
2021년 11월 03일 14시,경북,문경시,경북 문경시 점촌동(점촌1동) 232 문경시보건소,문경시보건소,09:00~17:00,09:00~16:00,09:00~16:00,054-550-8168,문경시보건소,054-550-8168,
2021년 11월 03일 14시,경북,문경시,경북 문경시 당교3길 25,문경제일병원,08:00~16:00,08:00~12:00,미운영,054-550-7700,문경시보건소,054-550-8168,
2021년 11월 03일 14시,경북,문경시,경북 문경시 중앙로 117-18 ,문경중앙병원,00:00~24:00,00:00~24:00,00:00~24:00, 054-555-2011  ,문경시보건소,054-550-8168,
2021년 11월 03일 14시,경북,봉화군,경북 봉화군 봉화읍 내성리 285 봉화군보건소,봉화군보건소,09:00~18:00,09:00~18:00,09:00~18:00,054-673-4000,봉화군보건소,054-679-6723,
2021년 11월 03일 14시,경북,봉화군,경북 봉화군 보밑길3 봉화해성병원,봉화해성병원,12:00~12:00,12:00~12:00,12:00~12:00,054-674-0011,봉화군보건소,054-679-1331,
2021년 11월 03일 14시,경북,상주시,경북 상주시 무양동 33-4,상주시보건소,09:00~17:30,09:00~17:00,09:00~17:00,054-535-4000,상주시보건소,054-537-6593,"전자문진표 이용, 도움인력 대기"
2021년 11월 03일 14시,경북,상주시,경북 상주시 상서문로 53,상주적십자병원,08:30~17:00,09:00~12:30,미운영,054-534-3501,상주시보건소,054-537-6593,도움인력 대기
2021년 11월 03일 14시,경북,상주시,경북 상주시 냉림서성길,상주성모병원,09:00~17:00,미운영,미운영,054-530-7123,상주시보건소,054-537-6593,도움인력 대기
2021년 11월 03일 14시,경북,구미시,경북 구미시 선산읍 선주로121,구미시선산보건소,09:00~17:00,09:00~16:00,09:00~16:00,054-480-4130,구미시선산보건소,054-480-4142,"장애인 주차장 이용가능, 장애인 우선 검사 "
2021년 11월 03일 14시,경북,성주군,경상북도 성주군 성주읍 성밖숲길 2,성주군보건소,09:00~16:00,10:00~14:00,10:00~14:00,054-930-8122,성주군보건소,054-830-8122,
2021년 11월 03일 14시,경북,안동시,경북 안동시 북문동(중구동) 58 안동시보건소,안동시보건소,09:00~17:00,09:00~16:00,09:00~16:00,"054-840-5999,5917",안동시보건소,054-840-5951,
2021년 11월 03일 14시,경북,안동시,경북 안동시 앙실로 11 (수상동),안동병원,09:00~17:00,09:00~12:30,미운영,054-840-0119,안동시보건소,054-840-5951,
2021년 11월 03일 14시,경북,안동시,경북 안동시 서동문로 99 ,안동성소병원,09:00~15:30,09:00~11:00,미운영,054-850-8114,안동시보건소,054-840-5951,
2021년 11월 03일 14시,경북,안동시,경상북도 안동시 태사2길 55,경상북도안동의료원,09:00~16:30,09:00~11:30,미운영,054-850-6100,안동시보건소,054-840-5951,
2021년 11월 03일 14시,경북,영덕군,경북 영덕군 영덕읍 군청길 53,영덕군보건소,"09:00~12:00,13:00~17:00","09:00~12:00,13:00~15:00","09:00~12:00,13:00~15:00",054-730-6894,영덕군보건소,054-730-6893,도움인력O
2021년 11월 03일 14시,경북,영덕군,경북 영덕읍  영덕로 1621,영덕아산병원,09:00~17:00,미운영,미운영,054-730-0119,영덕군보건소,054-730-6893,
2021년 11월 03일 14시,경북,영양군,경상북도 영양군 영양읍 동부리 동서대로 82번지,영양군보건소,09:00~18:00,10:00~16:00,10:00~16:00,054-680-5196,영양군보건소,054-680-5122,
2021년 11월 03일 14시,경북,영주시,경북 영주시 휴천동(휴천2동) 466-6 영주시보건소,영주시보건소,09:00~18:00,09:00~18:00,09:00~18:00,054-631-4000,영주시보건소,054-639-3883,
2021년 11월 03일 14시,경북,영주시,경북 영주시 대학로 327,영주적십자병원,09:00~17:00,미운영,미운영,054-630-0100,영주시보건소,054-639-3883,
2021년 11월 03일 14시,경북,영천시,경북 영천시 문내동 152-1 ,영천시보건소,"09:00~11:00,14:00~16:00","09:00~11:00,14:00~16:00","09:00~11:00,14:00~16:00",054-339-7979,영천시보건소,054-339-7437,
2021년 11월 03일 14시,경북,영천시,경북 영천시영천시 오수1길 10,영남대학교 영천병원,00:00~24:00,00:00~24:00,00:00~24:00,054-330-7575,영천시보건소,054-339-7863,
2021년 11월 03일 14시,경북,예천군,"경북 예천군 예천읍 군청길 33, 예천군보건소",예천군보건소,09:00~18:00,09:00~16:00,09:00~16:00,054-650-8059,예천군보건소,054-650-8059,없음
2021년 11월 03일 14시,경북,예천군,"경북 예천군 예천읍 시장로 136, 예천권병원",예천권병원,00:00~24:00,00:00~24:00,00:00~24:00,054-654-6611,예천군보건소,054-650-8059,없음
2021년 11월 03일 14시,경북,의성군,경북 의성군 의성읍 도서리 104-1 ,의성군보건소,09:00~17:00,09:00~17:00,09:00~17:00,054-830-6660,의성군보건소,054-830-6670,
2021년 11월 03일 14시,경북,의성군,경북 의성군 의성읍 문소3길 96,공생병원,09:00~18:00,미운영,미운영,054-830-6660,의성군보건소,054-834-3881,
2021년 11월 03일 14시,경북,청도군,경북 청도군 화양읍 범곡리 96 ,청도군보건소,09:00~18:00,09:00~18:00,09:00~18:00,054-373-9453,청도군보건소,054-370-2656,
